rms_vibration,kurtosis,spectral_entropy,peak_frequency_hz,motor_id,condition,fault_type
0.1377588534705579,2.9336261986764174,4.213983559284744,3375.0,MOTOR_DE_001,Ball Defect,None
0.13136842204095228,2.842915753645513,4.323015463510764,3351.5625,MOTOR_DE_001,Ball Defect,None
0.14979647530699883,3.123261378595997,4.1834022047716255,3234.375,MOTOR_DE_001,Ball Defect,None
0.12902195456991639,2.7950525735597394,4.305335396269787,3234.375,MOTOR_DE_001,Ball Defect,None
0.1299822209027185,2.6948529270770103,4.219228265910476,3410.15625,MOTOR_DE_001,Ball Defect,None
0.13709785612611594,2.511352610698539,4.294236762357615,3421.875,MOTOR_DE_001,Ball Defect,None
0.14112385291994534,3.3070514758780893,4.360954597457412,3445.3125,MOTOR_DE_001,Ball Defect,None
0.1389575763283011,2.8668997392107767,4.181511055117673,3292.96875,MOTOR_DE_001,Ball Defect,None
0.14021062623590566,2.9450176337601546,4.34744074483625,3281.25,MOTOR_DE_001,Ball Defect,None
0.14259362746467028,2.7832569998493546,4.145652175894782,3351.5625,MOTOR_DE_001,Ball Defect,None
0.14510890322654385,3.1506091365016875,4.166787615406806,3445.3125,MOTOR_DE_001,Ball Defect,None
0.14268350876031233,3.082575897759698,4.36067224875357,3292.96875,MOTOR_DE_001,Ball Defect,None
0.14063481633932418,3.2752612231526856,4.127846252660458,3246.09375,MOTOR_DE_001,Ball Defect,None
0.13757663907895318,2.6069675189438724,4.2446843061747765,3351.5625,MOTOR_DE_001,Ball Defect,None
0.1403485858312512,2.805144398904727,4.081495787068059,3398.4375,MOTOR_DE_001,Ball Defect,None
0.12783460533411534,3.225242115344422,4.357771714114005,3292.96875,MOTOR_DE_001,Ball Defect,None
0.13389094413681848,3.0037454910278267,4.241269563215676,3445.3125,MOTOR_DE_001,Ball Defect,None
0.12333751997577927,2.6578909647204463,4.450938900085758,3375.0,MOTOR_DE_001,Ball Defect,None
0.14636936072765114,2.926309006994738,4.097192480036984,3304.6875,MOTOR_DE_001,Ball Defect,None
0.1364934366412743,3.144667812276455,4.289821161606016,3222.65625,MOTOR_DE_001,Ball Defect,None
0.13394079634874084,2.8077986629470133,4.227262294226175,3281.25,MOTOR_DE_001,Ball Defect,None
0.13318748492170274,2.908253707838272,4.313765187651908,3351.5625,MOTOR_DE_001,Ball Defect,None
0.133804721664891,2.737651666471795,4.209338070885446,3304.6875,MOTOR_DE_001,Ball Defect,None
0.14341244924338667,2.991013952258049,4.107899911564958,3234.375,MOTOR_DE_001,Ball Defect,None
0.13824818898945052,2.8517425132878427,4.189342888345299,3257.8125,MOTOR_DE_001,Ball Defect,None
0.13382734460358306,2.7250024229171688,4.222707573804971,3351.5625,MOTOR_DE_001,Ball Defect,None
0.16227942711266308,2.554985946775528,4.053006886237596,3234.375,MOTOR_DE_001,Ball Defect,None
0.13337029063366854,3.123926613518135,4.23917796704075,3234.375,MOTOR_DE_001,Ball Defect,None
0.14274316237420911,3.0411634481536804,4.32457512749161,3363.28125,MOTOR_DE_001,Ball Defect,None
0.1379591360484359,2.9050765646615972,4.319264977383063,3363.28125,MOTOR_DE_001,Ball Defect,None
0.1392420011365466,2.742977381378527,4.155022682184672,3421.875,MOTOR_DE_001,Ball Defect,None
0.13695338244461827,3.5188838707983416,4.370892493075395,3410.15625,MOTOR_DE_001,Ball Defect,None
0.1493884352729685,2.6966367846646477,4.224165586597457,3304.6875,MOTOR_DE_001,Ball Defect,None
0.13227198647938274,3.583267450142849,4.3702596229142845,3421.875,MOTOR_DE_001,Ball Defect,None
0.1425372473663341,2.7723053643127553,4.335705307459314,3421.875,MOTOR_DE_001,Ball Defect,None
0.12744401805280853,3.5635406098025304,4.3772183335037536,3363.28125,MOTOR_DE_001,Ball Defect,None
0.1515676358914675,2.508836501961073,4.146239242821053,3281.25,MOTOR_DE_001,Ball Defect,None
0.13332032704341903,3.08710169520407,4.331665282834508,3234.375,MOTOR_DE_001,Ball Defect,None
0.13863636603126542,2.9881429107036173,4.315637729427692,3421.875,MOTOR_DE_001,Ball Defect,None
0.13283406264484202,3.0619408358725804,4.1976871969157825,3363.28125,MOTOR_DE_001,Ball Defect,None
0.14195618352902092,2.694320397339228,4.165648816516453,3421.875,MOTOR_DE_001,Ball Defect,None
0.14300444807223625,2.824221150668839,4.099712306270608,3257.8125,MOTOR_DE_001,Ball Defect,None
0.13551751399327872,2.9109794659745933,4.215141528426193,3445.3125,MOTOR_DE_001,Ball Defect,None
0.1434083614462588,2.734084733436367,4.176890683297772,3234.375,MOTOR_DE_001,Ball Defect,None
0.14871920412149214,2.5641415536030276,4.098844786716105,3421.875,MOTOR_DE_001,Ball Defect,None
0.1305982814256444,2.9955106763098858,4.377934704648869,3246.09375,MOTOR_DE_001,Ball Defect,None
0.1318189016806509,2.8784228633386815,4.306741503057751,3363.28125,MOTOR_DE_001,Ball Defect,None
0.1247943630523677,3.1731324854810468,4.354111793554933,3281.25,MOTOR_DE_001,Ball Defect,None
0.14790911256647954,2.901025316923412,4.169213115923034,3339.84375,MOTOR_DE_001,Ball Defect,None
0.13311963130843388,2.8317870436011607,4.183826916825412,3292.96875,MOTOR_DE_001,Ball Defect,None
0.13754493757465472,2.9437532489183136,4.220980827383731,3445.3125,MOTOR_DE_001,Ball Defect,None
0.13198793150644236,3.24950248869029,4.295023089180006,3281.25,MOTOR_DE_001,Ball Defect,None
0.14492271721754688,3.377739154456154,4.003151700240482,3234.375,MOTOR_DE_001,Ball Defect,None
0.13274469777967254,2.7553528188439866,4.295907767187645,3234.375,MOTOR_DE_001,Ball Defect,None
0.1503478581725835,2.685071051576263,4.262594295144973,3386.71875,MOTOR_DE_001,Ball Defect,None
0.14177375916364018,3.2190684618173933,4.2468359763605275,3257.8125,MOTOR_DE_001,Ball Defect,None
0.1370726553577514,2.847484909728827,4.248549253469546,3421.875,MOTOR_DE_001,Ball Defect,None
0.13568186141765892,3.1038096632929166,4.188535534781321,3339.84375,MOTOR_DE_001,Ball Defect,None
0.14060695534847112,3.053095814479144,4.174558236327651,3234.375,MOTOR_DE_001,Ball Defect,None
0.132794101129692,3.002978433659563,4.312935659980001,3445.3125,MOTOR_DE_001,Ball Defect,None
0.14031328230610135,2.941061433088801,4.247387842384239,3234.375,MOTOR_DE_001,Ball Defect,None
0.13249606812083028,2.7240696805088698,4.187648256554425,3363.28125,MOTOR_DE_001,Ball Defect,None
0.13595003457105273,2.6795757310505977,4.242485008444094,3398.4375,MOTOR_DE_001,Ball Defect,None
0.1351815868374234,3.205516285330441,4.219743174376023,3339.84375,MOTOR_DE_001,Ball Defect,None
0.13500660165683892,2.6375776240582707,4.295174234047679,3398.4375,MOTOR_DE_001,Ball Defect,None
0.1276455141714181,2.9091406661279446,4.19263087336307,3386.71875,MOTOR_DE_001,Ball Defect,None
0.14232593888757739,2.761072656091636,4.197054049831337,3292.96875,MOTOR_DE_001,Ball Defect,None
0.12291726193358511,3.0684396506407308,4.280154234975177,3410.15625,MOTOR_DE_001,Ball Defect,None
0.141935424919592,2.9023061601095357,4.123888738479654,3386.71875,MOTOR_DE_001,Ball Defect,None
0.1432031242306968,2.8810071390828114,4.29709015704294,3351.5625,MOTOR_DE_001,Ball Defect,None
0.12916830974739024,3.137212040529494,4.327937812787015,3234.375,MOTOR_DE_001,Ball Defect,None
0.13128035088199624,2.801031456446814,4.344879533151515,3246.09375,MOTOR_DE_001,Ball Defect,None
0.14518217124076024,2.809182457581492,4.101237994258263,3234.375,MOTOR_DE_001,Ball Defect,None
0.12281120784018103,2.9452863486271084,4.479172314916797,3363.28125,MOTOR_DE_001,Ball Defect,None
0.13935395798405203,2.8453714371791006,4.230155840321242,3234.375,MOTOR_DE_001,Ball Defect,None
0.14854504575587385,2.829387307300791,4.074377461807451,3363.28125,MOTOR_DE_001,Ball Defect,None
0.1395893991630879,2.699470769045819,4.221790616905409,3351.5625,MOTOR_DE_001,Ball Defect,None
0.149954643307835,2.9480879230305583,4.301283213542313,3445.3125,MOTOR_DE_001,Ball Defect,None
0.12436778823778546,2.8649045642912108,4.3265590353245145,3257.8125,MOTOR_DE_001,Ball Defect,None
0.14378384665881813,3.4728059665402213,4.2059343370903255,3257.8125,MOTOR_DE_001,Ball Defect,None
0.13643695733991162,2.9334035139985537,4.214637336358285,3445.3125,MOTOR_DE_001,Ball Defect,None
0.13868485550960077,2.9944439765739252,4.229870716058605,3234.375,MOTOR_DE_001,Ball Defect,None
0.13101331819430465,2.7642656830807075,4.305446665350695,3234.375,MOTOR_DE_001,Ball Defect,None
0.15158580697321988,2.83927370690138,4.011686402710714,3410.15625,MOTOR_DE_001,Ball Defect,None
0.14127542304200688,2.801892445469635,4.263873809404356,3421.875,MOTOR_DE_001,Ball Defect,None
0.1441823039239462,3.2036546444521172,4.031172707596656,3257.8125,MOTOR_DE_001,Ball Defect,None
0.12699718952350816,2.9136973032509306,4.245567952085367,3316.40625,MOTOR_DE_001,Ball Defect,None
0.14221412504497138,2.73763260944988,4.163876189937522,3398.4375,MOTOR_DE_001,Ball Defect,None
0.13992702208871316,2.846302880606179,4.108519069658721,3363.28125,MOTOR_DE_001,Ball Defect,None
